Unnamed: 0,Name,PGC,RA,Dec,Dis,e_Dis_min,e_Dis_max,ref_dis,V_h,e_V_h,ref_V_h,Source,Type,e_V_LG,RA_radians,Dec_radians,cos_theta_CoM_CenA_M83_0.84,angular_distance_CoM_CenA_M83_0.84,dis_center_CoM_CenA_M83_0.84,e_dis_center_min_CoM_CenA_M83_0.84,e_dis_center_max_CoM_CenA_M83_0.84,major_infall_velocity_CoM_CenA_M83_0.84,e_major_infall_velocity_min_CoM_CenA_M83_0.84,e_major_infall_velocity_max_CoM_CenA_M83_0.84,minor_infall_velocity_CoM_CenA_M83_0.84,e_minor_infall_velocity_min_CoM_CenA_M83_0.84,e_minor_infall_velocity_max_CoM_CenA_M83_0.84
45,ESO407-018,PGC71431,351.616,-32.3886,2.1677041048196948,0.0784079739656538,0.0813505010160842,CF4,98.75639937518632,3.0,LEDA,,,3.0,6.136856902692381,-0.0098661317625037,-0.8628614108040317,2.6117001544615137,5.76246971270913,0.1418136279382338,0.1458814549652656,396.6274563914249,27.447246177838352,27.99534614591245,391.7795602146605,8.275234336407323,8.25410458221154
36,ESO347-017,PGC71464,351.7344,-37.3469,8.241381150130017,0.2980988028872016,0.3092859787168009,CF4,701.5918119974459,3.0,LEDA,,,3.0,6.138923372526743,-0.0113765163150322,-0.8638706764171152,2.613700374502569,11.66974898604275,0.3586748963900916,0.3709655792633306,973.9729835354652,67.61459012468917,69.61821333206159,976.4377030021265,8.040063383082611,7.9820237449411024
66,IC5332,PGC71775,353.6145,-36.1016,8.790225168308838,0.3956253031148744,0.4142705492228771,CF4,719.5419162012231,3.0,LEDA,,,3.0,6.171737307793489,-0.0109971762421718,-0.8799227968303317,2.64649600972122,12.255219645866626,0.4562830344773925,0.4760383545146975,996.9991846399242,81.73516498860474,84.87322792458272,997.7165384827384,8.0532277800678,8.006825862703181
49,ESO471-006,PGC72228,355.9379,-31.9593,4.265795188015924,0.1542979769707004,0.1600885356103356,CF4,301.5033746976255,9.0,LEDA,,,9.0,6.212288287634325,-0.0097353595041893,-0.8984659820619576,2.687059250305184,7.846391151429573,0.2179121013457958,0.2248546347511553,592.1865303547684,46.44003995738251,47.46824298892915,590.0437961770003,14.071707165973862,14.040002649835287
14,ESO149-003,PGC72675,358.0122,-52.5774,6.854882264526615,0.1560361703613528,0.1596707196730991,CF4,513.0813795328969,5.0,LEDA,,,5.0,6.248491652308443,-0.0160159919270936,-0.913598390147622,2.7228437916409294,10.428913027258798,0.2209433843036237,0.2257787071704911,802.1083670583123,44.19194135969688,44.931450115367696,800.5715583045737,10.135901451090833,10.12880918538417
117,NGC7793,PGC73049,359.4573,-32.591,3.7670379898390873,0.1026622433607542,0.1055384593770805,CF4,251.3447350500452,3.0,LEDA,,,3.0,6.273713405329013,-0.0099277863282686,-0.92368626725199,2.748388852909136,7.408442192081291,0.1684796387398712,0.1725670386056448,546.8207931541915,33.063947163578696,33.66228586094225,544.8275640798729,8.248761701995704,8.241487564153203
135,PGC083339,PGC83339,161.7369,12.9992,9.418895965228415,0.5473358448487993,0.5811040347715828,CF4,684.943862469527,4.0,LEDA,,,4.0,2.8228414269688167,0.0039597827632913,0.7635283190465463,0.7020370168957982,6.970535565156422,0.5419421566197773,0.5825571665436007,447.9486586211492,193.60681847662505,205.5843783388356,492.8348702545449,7.752992068285039,6.726747633235732
136,PGC086635,PGC86635,187.0206,22.2908,6.165950018614819,0.2503336768600803,0.2609271545553753,CF4,543.8845760031791,1.0,LEDA,,,1.0,3.264125239055307,0.0067901659809815,0.9660621208619864,0.2612722674968865,2.6915922678257207,0.2863224353111397,0.3018949530384072,274.4566137639842,178.28978536394416,186.8775322122505,261.4877208176107,6.421804312044799,5.93952397004432
137,PGC086644,PGC86644,192.9423,21.7357,5.834451042737443,0.2110377908339522,0.2189577048016833,CF4,534.5922765158924,4.0,LEDA,,,4.0,3.367478401370655,0.0066210728512579,0.9874877101997828,0.1583570024540367,2.178366666376148,0.2647760016971954,0.2748565828948779,246.82041259478888,190.0388899598964,196.7005179793828,238.3960293784301,9.619745163026408,9.32148037170424
138,PGC086668,PGC86668,135.725,20.0747,8.629785477669701,0.2737552953572226,0.2827239036677529,CF4,366.4228116062054,3.0,LEDA,,,3.0,2.368848127269304,0.0061151033169922,0.4030219044691394,1.1559799309092669,7.903935902264302,0.2485669884529793,0.2570233106888482,4004.1019051095263,5455.374438401244,5619.624836640183,341.2073641870139,6.295477070168317,6.459831003107411
139,PGC086669,PGC86669,139.8764,21.6036,9.078205301781855,0.4880700867279053,0.5158010133774766,CF4,385.3390495026796,6.0,LEDA,,,6.0,2.441303725836596,0.0065808328901041,0.4681999660069937,1.0835437581752732,8.035085932365012,0.4428652319256692,0.4776656345947963,-2145.5546920107868,3570.1039196026,3797.295788782789,332.78819790144246,10.982039095499031,10.421090696563908
166,dw1322-39,,200.6336,-39.906,2.95,0.05,0.05,-10,413.2054799786679,10.0,-7,stars,dIrr,10.0,3.501716910129295,-0.0121560627540083,0.9997358298967572,0.0229861582277718,0.8404413588128891,0.11855902797988,0.119981646778234,-109.2734158066561,154.90098617641908,156.5560090148557,-107.7960114137443,15.503871917084467,15.549112474674828
